timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1751619128581,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11367,,false,,0,0,2,2,null,0,0,1
1751619128582,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11368,,false,,0,0,2,2,null,0,0,1
1751619128582,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11370,,false,,0,0,1,1,null,0,0,1
1751619128583,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11371,,false,,0,0,1,1,null,0,0,1
1751619128585,0,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11372,,false,,0,0,1,1,null,0,0,0
1751619128586,0,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11374,,false,,0,0,1,1,null,0,0,0
1751619128587,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11375,,false,,0,0,1,1,null,0,0,1
1751619128588,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11376,,false,,0,0,2,2,null,0,0,1
1751619128589,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11373,,false,,0,0,1,1,null,0,0,1
1751619128590,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11378,,false,,0,0,2,2,null,0,0,1
1751619128591,0,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11377,,false,,0,0,2,2,null,0,0,0
1751619128592,0,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11379,,false,,0,0,1,1,null,0,0,0
1751619128594,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11380,,false,,0,0,2,2,null,0,0,1
1751619128594,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11381,,false,,0,0,2,2,null,0,0,1
1751619128595,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11382,,false,,0,0,2,2,null,0,0,1
1751619128595,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11383,,false,,0,0,2,2,null,0,0,1
1751619128596,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11384,,false,,0,0,1,1,null,0,0,1
1751619128599,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11386,,false,,0,0,3,3,null,0,0,1
1751619128599,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11385,,false,,0,0,3,3,null,0,0,1
1751619128599,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11387,,false,,0,0,3,3,null,0,0,1
1751619128601,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11389,,false,,0,0,2,2,null,0,0,1
1751619128601,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11388,,false,,0,0,2,2,null,0,0,1
1751619128605,1,TCP Sampler,500,java.net.ConnectException: Connection refused: connect,Thread Group 1-11391,,false,,0,0,2,2,null,0,0,1
